REGIÃO,DATA FINAL,PREÇO MÉDIO REVENDA
NORTE,2008-08-09,1.705
NORTE,2008-08-16,1.711
NORTE,2008-08-23,1.709
NORTE,2008-08-30,1.705
NORTE,2008-09-06,1.707
NORTE,2008-09-13,1.705
NORTE,2008-09-20,1.707
NORTE,2008-09-27,1.705
NORTE,2008-10-04,1.706
NORTE,2008-10-11,1.708
NORTE,2008-10-18,1.707
NORTE,2008-10-25,1.707
NORTE,2008-11-01,1.708
NORTE,2008-11-08,1.705
NORTE,2008-11-15,1.709
NORTE,2008-11-22,1.706
NORTE,2008-11-29,1.711
NORTE,2008-12-06,1.707
NORTE,2008-12-13,1.707
NORTE,2008-12-20,1.711
NORTE,2008-12-27,1.709
NORTE,2009-01-03,1.713
NORTE,2009-01-10,1.716
NORTE,2009-01-17,1.72
NORTE,2009-01-24,1.749
NORTE,2009-01-31,1.759
NORTE,2009-02-07,1.766
NORTE,2009-02-14,1.768
NORTE,2009-02-21,1.771
NORTE,2009-02-28,1.773
NORTE,2009-03-07,1.77
NORTE,2009-03-14,1.777
NORTE,2009-03-21,1.773
NORTE,2009-03-28,1.761
NORTE,2009-04-04,1.743
NORTE,2009-04-11,1.727
NORTE,2009-04-18,1.732
NORTE,2009-04-25,1.734
NORTE,2009-05-02,1.735
NORTE,2009-05-09,1.733
NORTE,2009-05-16,1.731
NORTE,2009-05-23,1.726
NORTE,2009-05-30,1.726
NORTE,2009-06-06,1.728
NORTE,2009-06-13,1.706
NORTE,2009-06-20,1.701
NORTE,2009-06-27,1.699
NORTE,2009-07-04,1.69
NORTE,2009-07-11,1.691
NORTE,2009-07-18,1.684
NORTE,2009-07-25,1.689
NORTE,2009-08-01,1.685
NORTE,2009-08-08,1.683
NORTE,2009-08-15,1.682
NORTE,2009-09-05,1.69
NORTE,2009-09-12,1.692
NORTE,2009-09-19,1.69
NORTE,2009-09-26,1.691
NORTE,2009-10-03,1.699
NORTE,2009-10-10,1.68
NORTE,2009-10-17,1.705
NORTE,2009-10-24,1.763
NORTE,2009-10-31,1.742
NORTE,2009-11-07,1.744
NORTE,2009-11-14,1.878
NORTE,2009-11-21,1.741
NORTE,2009-11-28,1.747
NORTE,2009-12-05,1.774
NORTE,2009-12-12,1.757
NORTE,2009-12-19,1.792
NORTE,2009-12-26,1.774
NORTE,2010-01-02,1.774
NORTE,2010-01-09,1.833
NORTE,2010-01-16,1.825
NORTE,2010-01-23,1.881
NORTE,2010-01-30,1.999
NORTE,2010-02-06,1.975
NORTE,2010-02-13,2.002
NORTE,2010-02-20,2.031
NORTE,2010-02-27,1.997
NORTE,2010-03-06,1.986
NORTE,2010-03-13,1.967
NORTE,2010-03-20,1.969
NORTE,2010-03-27,1.89
NORTE,2010-04-03,1.885
NORTE,2010-04-10,1.889
NORTE,2010-04-17,1.901
NORTE,2010-04-24,1.903
NORTE,2010-05-01,1.872
NORTE,2010-05-08,1.881
NORTE,2010-05-15,1.884
NORTE,2010-05-22,1.877
NORTE,2010-05-29,1.883
NORTE,2010-06-05,1.885
NORTE,2010-06-12,1.872
NORTE,2010-06-19,1.868
NORTE,2010-06-26,1.87
NORTE,2010-07-03,1.862
NORTE,2010-07-10,1.873
NORTE,2010-07-17,1.838
NORTE,2010-07-24,1.847
NORTE,2010-07-31,1.857
NORTE,2010-08-07,1.838
NORTE,2010-08-14,1.835
NORTE,2010-08-21,1.836
NORTE,2010-08-28,1.836
NORTE,2010-09-04,1.836
NORTE,2010-09-11,1.836
NORTE,2010-09-18,1.835
NORTE,2010-09-25,1.835
NORTE,2010-10-02,1.834
NORTE,2010-10-09,1.834
NORTE,2010-10-16,1.834
NORTE,2010-10-23,1.834
NORTE,2010-10-30,1.907
NORTE,2010-11-06,1.907
NORTE,2010-11-13,1.911
NORTE,2010-11-20,1.911
NORTE,2010-11-27,1.911
NORTE,2010-12-04,1.911
NORTE,2010-12-11,1.917
NORTE,2010-12-18,1.917
NORTE,2010-12-25,1.919
NORTE,2011-01-01,1.919
NORTE,2011-01-08,1.919
NORTE,2011-01-15,1.919
NORTE,2011-01-22,1.961
NORTE,2011-01-29,1.961
NORTE,2011-02-05,1.974
NORTE,2011-02-12,1.974
NORTE,2011-02-19,1.974
NORTE,2011-02-26,2.011
NORTE,2011-03-05,2.022
NORTE,2011-03-12,2.022
NORTE,2011-03-19,2.019
NORTE,2011-03-26,2.019
NORTE,2011-04-02,2.025
NORTE,2011-04-09,2.025
NORTE,2011-04-16,2.017
NORTE,2011-04-23,2.025
NORTE,2011-04-30,2.022
NORTE,2011-05-07,2.026
NORTE,2011-05-14,2.022
NORTE,2011-05-21,2.037
NORTE,2011-05-28,2.016
NORTE,2011-06-04,2.016
NORTE,2011-06-11,2.014
NORTE,2011-06-18,1.998
NORTE,2011-06-25,2.011
NORTE,2011-07-02,2.014
NORTE,2011-07-09,2.01
NORTE,2011-07-16,2.004
NORTE,2011-07-23,2.013
NORTE,2011-07-30,2.003
NORTE,2011-08-06,2.015
NORTE,2011-08-13,2.006
NORTE,2011-08-20,2.014
NORTE,2011-08-27,2.004
NORTE,2011-09-03,2.016
NORTE,2011-09-10,1.996
NORTE,2011-09-17,2.015
NORTE,2011-09-24,2.006
NORTE,2011-10-01,2.016
NORTE,2011-10-08,2.011
NORTE,2011-10-15,2.013
NORTE,2011-10-22,2.011
NORTE,2011-10-29,2.013
NORTE,2011-11-05,2.008
NORTE,2011-11-12,2.013
NORTE,2011-11-19,2.013
NORTE,2011-11-26,2.012
NORTE,2011-12-03,2.014
NORTE,2011-12-10,2.013
NORTE,2011-12-17,2.014
NORTE,2011-12-24,2.015
NORTE,2011-12-31,2.006
NORTE,2012-01-07,2.012
NORTE,2012-01-14,2.012
NORTE,2012-01-21,2.011
NORTE,2012-01-28,2.015
NORTE,2012-02-04,2.013
NORTE,2012-02-11,2.015
NORTE,2012-02-18,2.025
NORTE,2012-02-25,2.018
NORTE,2012-03-03,2.025
NORTE,2012-03-10,2.022
NORTE,2012-03-17,2.02
NORTE,2012-03-24,2.016
NORTE,2012-03-31,2.014
NORTE,2012-04-07,2.007
NORTE,2012-04-14,2.006
NORTE,2012-04-21,2.008
NORTE,2012-04-28,2.006
NORTE,2012-05-05,2.013
NORTE,2012-05-12,2.006
NORTE,2012-05-19,2.008
NORTE,2012-05-26,2.007
NORTE,2012-06-02,2.009
NORTE,2012-06-09,2.008
NORTE,2012-06-16,2.011
NORTE,2012-06-23,2.007
NORTE,2012-06-30,2.008
NORTE,2012-07-07,2.007
NORTE,2012-07-14,2.012
NORTE,2012-07-21,2.068
NORTE,2012-07-28,2.071
NORTE,2012-08-04,2.067
NORTE,2012-08-11,2.073
NORTE,2012-08-18,2.069
NORTE,2012-08-25,2.07
NORTE,2012-09-01,2.067
NORTE,2012-09-08,2.071
NORTE,2012-09-15,2.067
NORTE,2012-09-22,2.069
NORTE,2012-09-29,2.096
NORTE,2012-10-06,2.108
NORTE,2012-10-13,2.111
NORTE,2012-10-20,2.11
NORTE,2012-10-27,2.109
NORTE,2012-11-03,2.112
NORTE,2012-11-10,2.113
NORTE,2012-11-17,2.113
NORTE,2012-11-24,2.111
NORTE,2012-12-01,2.108
NORTE,2012-12-08,2.107
NORTE,2012-12-15,2.108
NORTE,2012-12-22,2.112
NORTE,2012-12-29,2.113
NORTE,2013-01-05,2.112
NORTE,2013-01-12,2.113
NORTE,2013-01-19,2.114
NORTE,2013-01-26,2.113
NORTE,2013-02-02,2.116
NORTE,2013-02-09,2.187
NORTE,2013-02-16,2.185
NORTE,2013-02-23,2.184
NORTE,2013-03-02,2.201
NORTE,2013-03-09,2.199
NORTE,2013-03-16,2.22
NORTE,2013-03-23,2.22
NORTE,2013-03-30,2.226
NORTE,2013-04-06,2.245
NORTE,2013-04-13,2.264
NORTE,2013-04-20,2.268
NORTE,2013-04-27,2.285
NORTE,2013-05-04,2.287
NORTE,2013-05-11,2.289
NORTE,2013-05-18,2.291
NORTE,2013-05-25,2.284
NORTE,2013-06-01,2.289
NORTE,2013-06-08,2.288
NORTE,2013-06-15,2.285
NORTE,2013-06-22,2.278
NORTE,2013-06-29,2.279
NORTE,2013-07-06,2.275
NORTE,2013-07-13,2.275
NORTE,2013-07-20,2.276
NORTE,2013-07-27,2.286
NORTE,2013-08-03,2.262
NORTE,2013-08-10,2.262
NORTE,2013-08-17,2.26
NORTE,2013-08-24,2.265
NORTE,2013-08-31,2.27
NORTE,2013-09-07,2.263
NORTE,2013-09-14,2.27
NORTE,2013-09-21,2.27
NORTE,2013-09-28,2.264
NORTE,2013-10-05,2.264
NORTE,2013-10-12,2.21
NORTE,2013-10-19,2.221
NORTE,2013-10-26,2.225
NORTE,2013-11-02,2.228
NORTE,2013-11-09,2.219
NORTE,2013-11-16,2.223
NORTE,2013-11-23,2.205
NORTE,2013-11-30,2.227
NORTE,2013-12-07,2.276
NORTE,2013-12-14,2.27
NORTE,2013-12-21,2.28
NORTE,2013-12-28,2.275
NORTE,2014-01-04,2.282
NORTE,2014-01-11,2.294
NORTE,2014-01-18,2.299
NORTE,2014-01-25,2.308
NORTE,2014-02-01,2.31
NORTE,2014-02-08,2.307
NORTE,2014-02-15,2.313
NORTE,2014-02-22,2.313
NORTE,2014-03-01,2.316
NORTE,2014-03-08,2.314
NORTE,2014-03-15,2.326
NORTE,2014-03-22,2.331
NORTE,2014-03-29,2.348
NORTE,2014-04-05,2.353
NORTE,2014-04-12,2.362
NORTE,2014-04-19,2.358
NORTE,2014-04-26,2.362
NORTE,2014-05-03,2.362
NORTE,2014-05-10,2.369
NORTE,2014-05-17,2.363
NORTE,2014-05-24,2.363
NORTE,2014-05-31,2.363
NORTE,2014-06-07,2.354
NORTE,2014-06-14,2.357
NORTE,2014-06-21,2.354
NORTE,2014-06-28,2.357
NORTE,2014-07-05,2.355
NORTE,2014-07-12,2.339
NORTE,2014-07-19,2.336
NORTE,2014-07-26,2.342
NORTE,2014-08-02,2.343
NORTE,2014-08-09,2.339
NORTE,2014-08-16,2.342
NORTE,2014-08-23,2.341
NORTE,2014-08-30,2.343
NORTE,2014-09-06,2.341
NORTE,2014-09-13,2.335
NORTE,2014-09-20,2.342
NORTE,2014-09-27,2.346
NORTE,2014-10-04,2.342
NORTE,2014-10-11,2.337
NORTE,2014-10-18,2.346
NORTE,2014-10-25,2.337
NORTE,2014-11-01,2.337
NORTE,2014-11-08,2.338
NORTE,2014-11-15,2.348
NORTE,2014-11-22,2.345
NORTE,2014-11-29,2.349
NORTE,2014-12-06,2.356
NORTE,2014-12-13,2.359
NORTE,2014-12-20,2.358
NORTE,2014-12-27,2.359
NORTE,2015-01-03,2.359
NORTE,2015-01-10,2.366
NORTE,2015-01-17,2.362
NORTE,2015-01-24,2.363
NORTE,2015-01-31,2.364
NORTE,2015-02-07,2.509
NORTE,2015-02-14,2.548
NORTE,2015-02-21,2.548
NORTE,2015-02-28,2.545
NORTE,2015-03-07,2.566
NORTE,2015-03-14,2.567
NORTE,2015-03-21,2.589
NORTE,2015-03-28,2.588
NORTE,2015-04-04,2.591
NORTE,2015-04-11,2.589
NORTE,2015-04-18,2.618
NORTE,2015-04-25,2.614
NORTE,2015-05-02,2.616
NORTE,2015-05-09,2.618
NORTE,2015-05-16,2.615
NORTE,2015-05-23,2.62
NORTE,2015-05-30,2.63
NORTE,2015-06-06,2.611
NORTE,2015-06-13,2.612
NORTE,2015-06-20,2.611
NORTE,2015-06-27,2.605
NORTE,2015-07-04,2.597
NORTE,2015-07-11,2.597
NORTE,2015-07-18,2.594
NORTE,2015-07-25,2.592
NORTE,2015-08-01,2.589
NORTE,2015-08-08,2.59
NORTE,2015-08-15,2.73
NORTE,2015-08-29,2.607
NORTE,2015-09-05,2.622
NORTE,2015-09-12,2.647
NORTE,2015-09-19,2.613
NORTE,2015-09-26,2.607
NORTE,2015-10-03,2.605
NORTE,2015-10-10,2.3
NORTE,2015-10-17,2.668
NORTE,2015-10-24,2.682
NORTE,2015-10-31,2.801
NORTE,2015-11-07,2.803
NORTE,2015-11-14,2.847
NORTE,2015-11-21,2.891
NORTE,2015-11-28,2.65
NORTE,2015-12-05,2.904
NORTE,2015-12-12,2.936
NORTE,2015-12-19,2.93
NORTE,2015-12-26,2.938
NORTE,2016-01-02,2.943
NORTE,2016-01-09,2.975
NORTE,2016-01-16,2.783
NORTE,2016-01-23,2.981
NORTE,2016-01-30,2.989
NORTE,2016-02-06,3.017
NORTE,2016-02-13,3.028
NORTE,2016-02-20,3.05
NORTE,2016-02-27,3.053
NORTE,2016-03-05,2.85
NORTE,2016-03-12,3.068
NORTE,2016-03-19,3.048
NORTE,2016-03-26,3.046
NORTE,2016-04-02,3.057
NORTE,2016-04-09,2.85
NORTE,2016-04-16,3.047
NORTE,2016-04-23,2.85
NORTE,2016-04-30,3.048
NORTE,2016-05-07,3.057
NORTE,2016-05-14,3.057
NORTE,2016-05-21,3.068
NORTE,2016-05-28,2.85
NORTE,2016-06-04,3.05
NORTE,2016-06-11,2.85
NORTE,2016-06-18,3.058
NORTE,2016-06-25,3.06
NORTE,2016-07-02,3.051
NORTE,2016-07-09,3.065
NORTE,2016-07-16,2.55
NORTE,2016-07-23,3.04
NORTE,2016-07-30,2.75
NORTE,2016-08-06,3.022
NORTE,2016-08-13,3.007
NORTE,2016-08-20,3.027
NORTE,2016-08-27,3.027
NORTE,2016-09-03,2.55
NORTE,2016-09-10,3.036
NORTE,2016-09-17,3.039
NORTE,2016-09-24,3.039
NORTE,2016-10-01,3.036
NORTE,2016-10-08,3.042
NORTE,2016-10-15,3.041
NORTE,2016-10-22,2.55
NORTE,2016-10-29,3.042
NORTE,2016-11-05,2.85
NORTE,2016-11-12,3.042
NORTE,2016-11-19,3.037
NORTE,2016-11-26,2.966
NORTE,2016-12-03,2.955
NORTE,2016-12-10,2.952
NORTE,2016-12-17,3.015
NORTE,2016-12-24,2.85
NORTE,2016-12-31,3.033
NORTE,2017-01-07,2.917
NORTE,2017-01-14,3.121
NORTE,2017-01-21,3.155
NORTE,2017-01-28,3.153
NORTE,2017-02-04,3.143
NORTE,2017-02-11,3.13
NORTE,2017-02-18,3.107
NORTE,2017-02-25,3.104
NORTE,2017-03-04,2.95
NORTE,2017-03-11,3.044
NORTE,2017-03-18,3.02
NORTE,2017-03-25,3.005
NORTE,2017-04-01,2.989
NORTE,2017-04-08,2.981
NORTE,2017-04-15,2.988
NORTE,2017-04-22,2.986
NORTE,2017-04-29,2.992
NORTE,2017-05-06,2.986
NORTE,2017-05-13,2.997
NORTE,2017-05-20,2.85
NORTE,2017-05-27,2.973
NORTE,2017-06-03,2.967
NORTE,2017-06-10,2.95
NORTE,2017-06-17,2.958
NORTE,2017-06-24,2.948
NORTE,2017-07-01,2.899
NORTE,2017-07-08,2.79
NORTE,2017-07-15,2.901
NORTE,2017-07-22,2.864
NORTE,2017-07-29,2.996
NORTE,2017-08-05,2.987
NORTE,2017-08-12,3.025
NORTE,2017-08-19,3.084
NORTE,2017-08-26,2.82
NORTE,2017-09-02,3.048
NORTE,2017-09-09,3.064
NORTE,2017-09-16,3.111
NORTE,2017-09-23,3.05
NORTE,2017-09-30,3.134
NORTE,2017-10-07,3.076
NORTE,2017-10-14,3.182
NORTE,2017-10-21,3.103
NORTE,2017-10-28,3.138
NORTE,2017-11-04,3.079
NORTE,2017-11-11,3.191
NORTE,2017-11-18,3.146
NORTE,2017-11-25,3.261
NORTE,2017-12-02,3.171
NORTE,2017-12-09,3.259
NORTE,2017-12-16,3.203
NORTE,2017-12-23,3.243
NORTE,2017-12-30,3.188
NORTE,2018-01-06,3.147
NORTE,2018-01-13,3.253
NORTE,2018-01-20,3.325
NORTE,2018-01-27,3.344
NORTE,2018-02-03,3.361
NORTE,2018-02-10,3.363
NORTE,2018-02-17,3.367
NORTE,2018-02-24,2.95
NORTE,2018-03-03,3.342
NORTE,2018-03-10,3.357
NORTE,2018-03-17,3.35
NORTE,2018-03-24,3.354
NORTE,2018-03-31,3.19
NORTE,2018-04-07,3.385
NORTE,2018-04-14,3.409
NORTE,2018-04-21,3.413
NORTE,2018-04-28,3.456
NORTE,2018-05-05,3.469
NORTE,2018-05-12,3.514
NORTE,2018-05-19,3.528
NORTE,2018-05-26,3.625
NORTE,2018-06-02,3.613
NORTE,2018-06-09,3.45
NORTE,2018-06-16,3.145
NORTE,2018-06-23,3.406
NORTE,2018-06-30,3.38
NORTE,2018-07-07,3.387
NORTE,2018-07-14,3.4
NORTE,2018-07-21,3.386
NORTE,2018-07-28,3.402
NORTE,2018-08-04,3.402
NORTE,2018-08-11,3.435
NORTE,2018-08-18,3.35
NORTE,2018-08-25,3.403
NORTE,2018-09-01,3.4
NORTE,2018-09-08,3.532
NORTE,2018-09-15,3.551
NORTE,2018-09-22,3.486
NORTE,2018-09-29,3.502
NORTE,2018-10-06,3.52
NORTE,2018-10-13,3.562
NORTE,2018-10-20,3.606
NORTE,2018-10-27,3.631
NORTE,2018-11-03,3.578
NORTE,2018-11-10,3.636
NORTE,2018-11-17,3.65
NORTE,2018-11-24,3.632
NORTE,2018-12-01,3.639
NORTE,2018-12-08,3.592
NORTE,2018-12-15,3.542
NORTE,2018-12-22,3.51
NORTE,2018-12-29,3.475
NORTE,2019-01-05,3.496
NORTE,2019-01-12,3.17
NORTE,2019-01-19,3.418
NORTE,2019-01-26,3.413
NORTE,2019-02-02,3.416
NORTE,2019-02-09,3.335
NORTE,2019-02-16,3.314
NORTE,2019-02-23,3.258
NORTE,2019-03-02,3.262
NORTE,2019-03-09,3.268
NORTE,2019-03-16,3.29
NORTE,2019-03-23,3.309
NORTE,2019-03-30,3.175
NORTE,2019-04-06,3.325
NORTE,2019-04-13,3.314
NORTE,2019-04-20,3.338
NORTE,2019-04-27,3.378
NORTE,2019-05-04,3.433
NORTE,2019-05-11,3.436
NORTE,2019-05-18,3.415
NORTE,2019-05-25,3.408
NORTE,2019-06-01,3.392
NORTE,2019-06-08,3.469
NORTE,2019-06-15,3.367
NORTE,2019-06-22,3.368
NORTE,2019-06-29,3.339
SUDESTE,2004-05-15,0.768
SUDESTE,2004-05-22,0.765999999999999
SUDESTE,2004-05-29,0.823
SUDESTE,2004-06-05,0.887
SUDESTE,2004-06-12,0.894
SUDESTE,2004-06-19,0.898
SUDESTE,2004-06-26,0.904
SUDESTE,2004-07-03,0.899
SUDESTE,2004-07-10,0.902
SUDESTE,2004-07-17,0.907
SUDESTE,2004-07-24,0.927
SUDESTE,2004-07-31,0.973
SUDESTE,2004-08-07,1.004
SUDESTE,2004-08-14,1.025
SUDESTE,2004-08-21,1.034
SUDESTE,2004-08-28,1.032
SUDESTE,2004-09-04,1.032
SUDESTE,2004-09-11,1.031
SUDESTE,2004-09-18,1.033
SUDESTE,2004-09-25,1.034
SUDESTE,2004-10-02,1.042
SUDESTE,2004-10-09,1.076
SUDESTE,2004-10-16,1.086
SUDESTE,2004-10-23,1.086
SUDESTE,2004-10-30,1.086
SUDESTE,2004-11-06,1.05
SUDESTE,2004-11-13,1.048
SUDESTE,2004-11-20,1.047
SUDESTE,2004-11-27,1.047
SUDESTE,2004-12-04,1.047
SUDESTE,2004-12-11,1.046
SUDESTE,2004-12-18,1.045
SUDESTE,2004-12-25,1.044
SUDESTE,2005-01-01,1.045
SUDESTE,2005-01-08,1.046
SUDESTE,2005-01-15,1.045
SUDESTE,2005-01-22,1.044
SUDESTE,2005-01-29,1.045
SUDESTE,2005-02-05,1.044
SUDESTE,2005-02-12,1.043
SUDESTE,2005-02-19,1.044
SUDESTE,2005-02-26,1.042
SUDESTE,2005-03-05,1.045
SUDESTE,2005-03-12,1.044
SUDESTE,2005-03-19,1.046
SUDESTE,2005-03-26,1.045
SUDESTE,2005-04-02,1.046
SUDESTE,2005-04-09,1.043
SUDESTE,2005-04-16,1.04
SUDESTE,2005-04-23,1.043
SUDESTE,2005-04-30,1.039
SUDESTE,2005-05-07,1.04
SUDESTE,2005-05-14,1.04
SUDESTE,2005-05-21,1.039
SUDESTE,2005-05-28,1.034
SUDESTE,2005-06-04,1.014
SUDESTE,2005-06-11,0.995
SUDESTE,2005-06-18,0.979
SUDESTE,2005-06-25,0.978
SUDESTE,2005-07-02,0.981
SUDESTE,2005-07-09,1.025
SUDESTE,2005-07-16,1.049
SUDESTE,2005-07-23,1.067
SUDESTE,2005-07-30,1.062
SUDESTE,2005-08-06,1.058
SUDESTE,2005-08-13,1.045
SUDESTE,2005-09-03,1.036
SUDESTE,2005-09-10,1.063
SUDESTE,2005-09-17,1.079
SUDESTE,2005-09-24,1.097
SUDESTE,2005-10-01,1.119
SUDESTE,2005-10-08,1.102
SUDESTE,2005-10-15,1.114
SUDESTE,2005-10-22,1.099
SUDESTE,2005-10-29,1.107
SUDESTE,2005-11-05,1.086
SUDESTE,2005-11-12,1.098
SUDESTE,2005-11-19,1.094
SUDESTE,2005-11-26,1.096
SUDESTE,2005-12-03,1.096
SUDESTE,2005-12-10,1.095
SUDESTE,2005-12-17,1.086
SUDESTE,2005-12-24,1.09
SUDESTE,2005-12-31,1.087
SUDESTE,2006-01-07,1.091
SUDESTE,2006-01-14,1.094
SUDESTE,2006-01-21,1.089
SUDESTE,2006-01-28,1.091
SUDESTE,2006-02-04,1.092
SUDESTE,2006-02-11,1.144
SUDESTE,2006-02-18,1.142
SUDESTE,2006-02-25,1.133
SUDESTE,2006-03-04,1.135
SUDESTE,2006-03-11,1.127
SUDESTE,2006-03-18,1.127
SUDESTE,2006-03-25,1.126
SUDESTE,2006-04-01,1.124
SUDESTE,2006-04-08,1.149
SUDESTE,2006-04-15,1.16
SUDESTE,2006-04-22,1.153
SUDESTE,2006-04-29,1.163
SUDESTE,2006-05-06,1.164
SUDESTE,2006-05-13,1.154
SUDESTE,2006-05-20,1.164
SUDESTE,2006-05-27,1.162
SUDESTE,2006-06-03,1.14
SUDESTE,2006-06-10,1.157
SUDESTE,2006-06-17,1.154
SUDESTE,2006-06-24,1.135
SUDESTE,2006-07-01,1.143
SUDESTE,2006-07-08,1.105
SUDESTE,2006-07-15,1.096
SUDESTE,2006-07-22,1.075
SUDESTE,2006-07-29,1.14
SUDESTE,2006-08-05,1.165
SUDESTE,2006-08-12,1.174
SUDESTE,2006-08-19,1.171
SUDESTE,2006-08-26,1.173
SUDESTE,2006-09-02,1.167
SUDESTE,2006-09-09,1.176
SUDESTE,2006-09-16,1.174
SUDESTE,2006-09-23,1.178
SUDESTE,2006-09-30,1.177
SUDESTE,2006-10-07,1.174
SUDESTE,2006-10-14,1.171
SUDESTE,2006-10-21,1.175
SUDESTE,2006-10-28,1.173
SUDESTE,2006-11-04,1.177
SUDESTE,2006-11-11,1.169
SUDESTE,2006-11-18,1.175
SUDESTE,2006-11-25,1.176
SUDESTE,2006-12-02,1.177
SUDESTE,2006-12-09,1.172
